label_regime,feature_set,features,roc_auc,roc_auc_per_fold_std,n_folds_with_both_classes,pr_auc,n_splits,n,n_wrong
expanded_deterministic,workspace_compact,"['late_entropy_topk_mean', 'late_top1_dominance_topk_mean', 'late_top1_churn_rate']",0.7359109783638087,0.03265031491162527,5,0.9168187877236672,5,1319,1060
expanded_deterministic,workspace_full,"['late_entropy_topk_mean', 'late_entropy_topk_std', 'late_entropy_topk_slope', 'late_effective_concepts_topk_mean', 'late_top1_dominance_topk_mean', 'late_top1_margin_mean', 'late_distinct_top1_count', 'late_top1_churn_rate', 'late_top5_jaccard_adjacent_mean']",0.7824943541924675,0.02214021411074927,5,0.9307521847935321,5,1319,1060
expanded_deterministic,combined_compact,"['first_content_token_prob', 'sequence_content_logprob_mean', 'answer_length_content_tokens', 'late_entropy_topk_mean', 'late_top1_dominance_topk_mean', 'late_top1_churn_rate']",0.8092518394405186,0.02244182086866622,5,0.9372612723889533,5,1319,1060
expanded_deterministic,combined_full,"['first_content_token_prob', 'sequence_content_logprob_mean', 'answer_length_content_tokens', 'late_entropy_topk_mean', 'late_entropy_topk_std', 'late_entropy_topk_slope', 'late_effective_concepts_topk_mean', 'late_top1_dominance_topk_mean', 'late_top1_margin_mean', 'late_distinct_top1_count', 'late_top1_churn_rate', 'late_top5_jaccard_adjacent_mean']",0.8167735120565309,0.017555644158137172,5,0.9370404326434677,5,1319,1060
expanded_deterministic,workspace_late_late_single,['late_late_entropy_topk_mean'],0.7375209441247177,0.039172028537276485,5,0.9180244272302205,5,1319,1060
expanded_deterministic,workspace_late_late_full,"['late_late_entropy_topk_mean', 'late_late_entropy_topk_std', 'late_late_entropy_topk_slope']",0.777427697239018,0.03373571407362009,5,0.9301058119193995,5,1319,1060
expanded_deterministic,commitment_dynamics_single,['late_top1_dominance_topk_mean'],0.7165841043199535,0.04194746846318113,5,0.9079442830814689,5,1319,1060
expanded_deterministic,commitment_dynamics_full,"['late_top1_dominance_topk_mean', 'late_top1_dominance_last3_max_minus_mean', 'late_top1_churn_rate']",0.724768704013987,0.04096169750429165,5,0.9148764680331146,5,1319,1060
expanded_deterministic,layer_l33_single,['layer_l33_entropy_topk'],0.7492423690536897,0.04187430555540854,5,0.9102658625867892,5,1319,1060
expanded_deterministic,layer_l33_full,"['layer_l33_entropy_topk', 'layer_l33_top1_dominance_topk', 'layer_l33_top1_margin']",0.7538427915786405,0.03765899185953673,5,0.9161031230705069,5,1319,1060
expanded_deterministic,layer_l33_diff,['layer_l33_l34_entropy_diff'],0.6236067603992133,0.053903768256981094,5,0.840715652344838,5,1319,1060
expanded_deterministic,layer_l33_diff_in_full,"['layer_l33_l34_entropy_diff', 'layer_l33_entropy_topk', 'layer_l33_top1_dominance_topk']",0.7770088147446638,0.032633254482105155,5,0.9301330459440798,5,1319,1060
primary_with_llm_judge,baseline_output_confidence,"['first_content_token_prob', 'sequence_content_logprob_mean', 'answer_length_content_tokens']",0.8054905420113966,0.01919593949765772,5,0.9233209435787814,5,1269,983
primary_with_llm_judge,workspace_noise_single,['workspace_noise_score'],0.743570773072299,0.03170190589425757,5,0.9064506837554087,5,1269,983
primary_with_llm_judge,workspace_compact,"['late_entropy_topk_mean', 'late_top1_dominance_topk_mean', 'late_top1_churn_rate']",0.7355355732771807,0.02886131776105233,5,0.9012505508210116,5,1269,983
primary_with_llm_judge,workspace_full,"['late_entropy_topk_mean', 'late_entropy_topk_std', 'late_entropy_topk_slope', 'late_effective_concepts_topk_mean', 'late_top1_dominance_topk_mean', 'late_top1_margin_mean', 'late_distinct_top1_count', 'late_top1_churn_rate', 'late_top5_jaccard_adjacent_mean']",0.7839459624810592,0.02905580830696801,5,0.9190076429770186,5,1269,983
primary_with_llm_judge,combined_compact,"['first_content_token_prob', 'sequence_content_logprob_mean', 'answer_length_content_tokens', 'late_entropy_topk_mean', 'late_top1_dominance_topk_mean', 'late_top1_churn_rate']",0.8112279378810405,0.01814932302551885,5,0.9268696382549543,5,1269,983
primary_with_llm_judge,combined_full,"['first_content_token_prob', 'sequence_content_logprob_mean', 'answer_length_content_tokens', 'late_entropy_topk_mean', 'late_entropy_topk_std', 'late_entropy_topk_slope', 'late_effective_concepts_topk_mean', 'late_top1_dominance_topk_mean', 'late_top1_margin_mean', 'late_distinct_top1_count', 'late_top1_churn_rate', 'late_top5_jaccard_adjacent_mean']",0.8142655919868534,0.022040179183207543,5,0.9262522914144177,5,1269,983
primary_with_llm_judge,workspace_late_late_single,['late_late_entropy_topk_mean'],0.743570773072299,0.03170190589425757,5,0.9064506837554087,5,1269,983
primary_with_llm_judge,workspace_late_late_full,"['late_late_entropy_topk_mean', 'late_late_entropy_topk_std', 'late_late_entropy_topk_slope']",0.77677866385903,0.027687178237774702,5,0.9180665979262637,5,1269,983
primary_with_llm_judge,commitment_dynamics_single,['late_top1_dominance_topk_mean'],0.721588685983396,0.02441297544891061,5,0.8984228038334648,5,1269,983
primary_with_llm_judge,commitment_dynamics_full,"['late_top1_dominance_topk_mean', 'late_top1_dominance_last3_max_minus_mean', 'late_top1_churn_rate']",0.7278240579359604,0.02512118181435954,5,0.9002659766049479,5,1269,983
primary_with_llm_judge,layer_l33_single,['layer_l33_entropy_topk'],0.7407998918680506,0.04434515258456344,5,0.8894663419524278,5,1269,983
primary_with_llm_judge,layer_l33_full,"['layer_l33_entropy_topk', 'layer_l33_top1_dominance_topk', 'layer_l33_top1_margin']",0.7516450995596469,0.04077546292977809,5,0.9019184370106258,5,1269,983
primary_with_llm_judge,layer_l33_diff,['layer_l33_l34_entropy_diff'],0.606271653067177,0.02679346911440096,5,0.8029649556836396,5,1269,983
primary_with_llm_judge,layer_l33_diff_in_full,"['layer_l33_l34_entropy_diff', 'layer_l33_entropy_topk', 'layer_l33_top1_dominance_topk']",0.7800048374819483,0.031296332670623685,5,0.9200510918856828,5,1269,983
high_quality_primary,baseline_output_confidence,"['first_content_token_prob', 'sequence_content_logprob_mean', 'answer_length_content_tokens']",0.8057090567273866,0.01943086729151882,5,0.9231389385273957,5,1268,982
high_quality_primary,workspace_noise_single,['workspace_noise_score'],0.7437689601640722,0.027434795052420045,5,0.9065714183110979,5,1268,982
high_quality_primary,workspace_compact,"['late_entropy_topk_mean', 'late_top1_dominance_topk_mean', 'late_top1_churn_rate']",0.7351950493498356,0.020013672076757062,5,0.9012957912534488,5,1268,982
high_quality_primary,workspace_full,"['late_entropy_topk_mean', 'late_entropy_topk_std', 'late_entropy_topk_slope', 'late_effective_concepts_topk_mean', 'late_top1_dominance_topk_mean', 'late_top1_margin_mean', 'late_distinct_top1_count', 'late_top1_churn_rate', 'late_top5_jaccard_adjacent_mean']",0.7838968567074474,0.03003420058900858,5,0.9186286880701303,5,1268,982
high_quality_primary,combined_compact,"['first_content_token_prob', 'sequence_content_logprob_mean', 'answer_length_content_tokens', 'late_entropy_topk_mean', 'late_top1_dominance_topk_mean', 'late_top1_churn_rate']",0.8099283608448578,0.017982707080053006,5,0.9263065794022532,5,1268,982
high_quality_primary,combined_full,"['first_content_token_prob', 'sequence_content_logprob_mean', 'answer_length_content_tokens', 'late_entropy_topk_mean', 'late_entropy_topk_std', 'late_entropy_topk_slope', 'late_effective_concepts_topk_mean', 'late_top1_dominance_topk_mean', 'late_top1_margin_mean', 'late_distinct_top1_count', 'late_top1_churn_rate', 'late_top5_jaccard_adjacent_mean']",0.8131578197769643,0.027929433837320963,5,0.9254019942698055,5,1268,982
high_quality_primary,workspace_late_late_single,['late_late_entropy_topk_mean'],0.7437689601640722,0.027434795052420045,5,0.9065714183110979,5,1268,982
high_quality_primary,workspace_late_late_full,"['late_late_entropy_topk_mean', 'late_late_entropy_topk_std', 'late_late_entropy_topk_slope']",0.777452181220002,0.02772759144009341,5,0.9181790536890693,5,1268,982
high_quality_primary,commitment_dynamics_single,['late_top1_dominance_topk_mean'],0.7216469884494324,0.01664735460390329,5,0.8983287586622887,5,1268,982
high_quality_primary,commitment_dynamics_full,"['late_top1_dominance_topk_mean', 'late_top1_dominance_last3_max_minus_mean', 'late_top1_churn_rate']",0.7272264395482319,0.01606657063313174,5,0.9000624535724465,5,1268,982
high_quality_primary,layer_l33_single,['layer_l33_entropy_topk'],0.7396992010026633,0.04463569602313639,5,0.8891825145141382,5,1268,982
high_quality_primary,layer_l33_full,"['layer_l33_entropy_topk', 'layer_l33_top1_dominance_topk', 'layer_l33_top1_margin']",0.7510788600401634,0.04340069482675015,5,0.9014187601258385,5,1268,982
high_quality_primary,layer_l33_diff,['layer_l33_l34_entropy_diff'],0.6043467733895433,0.02677196924642376,5,0.8014994725447003,5,1268,982
high_quality_primary,layer_l33_diff_in_full,"['layer_l33_l34_entropy_diff', 'layer_l33_entropy_topk', 'layer_l33_top1_dominance_topk']",0.7794461139674989,0.030600743089616876,5,0.9197719742804406,5,1268,982
