label_regime,feature_set,features,roc_auc,roc_auc_per_fold_std,n_folds_with_both_classes,pr_auc,n_splits,n,n_wrong
primary_with_llm_judge,baseline_output_confidence,"['first_content_token_prob', 'sequence_content_logprob_mean', 'answer_length_content_tokens']",0.7179196421492434,0.048184147676687814,5,0.8973080934511599,5,1810,1431
primary_with_llm_judge,workspace_noise_single,['workspace_noise_score'],0.7184561970244252,0.02429043754578908,5,0.9064681970245131,5,1810,1431
primary_with_llm_judge,workspace_compact,"['late_entropy_topk_mean', 'late_top1_dominance_topk_mean', 'late_top1_churn_rate']",0.7226398499858947,0.01688148147074487,5,0.9051312386649923,5,1810,1431
primary_with_llm_judge,workspace_full,"['late_entropy_topk_mean', 'late_entropy_topk_std', 'late_entropy_topk_slope', 'late_effective_concepts_topk_mean', 'late_top1_dominance_topk_mean', 'late_top1_margin_mean', 'late_distinct_top1_count', 'late_top1_churn_rate', 'late_top5_jaccard_adjacent_mean']",0.7368023173270348,0.01580362793305394,5,0.9132799632959064,5,1810,1431
primary_with_llm_judge,combined_compact,"['first_content_token_prob', 'sequence_content_logprob_mean', 'answer_length_content_tokens', 'late_entropy_topk_mean', 'late_top1_dominance_topk_mean', 'late_top1_churn_rate']",0.765743091625503,0.024656205114258294,5,0.9215869170179718,5,1810,1431
primary_with_llm_judge,combined_full,"['first_content_token_prob', 'sequence_content_logprob_mean', 'answer_length_content_tokens', 'late_entropy_topk_mean', 'late_entropy_topk_std', 'late_entropy_topk_slope', 'late_effective_concepts_topk_mean', 'late_top1_dominance_topk_mean', 'late_top1_margin_mean', 'late_distinct_top1_count', 'late_top1_churn_rate', 'late_top5_jaccard_adjacent_mean']",0.7671296526775195,0.024692636015110056,5,0.9238095470507757,5,1810,1431
primary_with_llm_judge,workspace_late_late_single,['late_late_entropy_topk_mean'],0.7184561970244252,0.02429043754578908,5,0.9064681970245131,5,1810,1431
primary_with_llm_judge,workspace_late_late_full,"['late_late_entropy_topk_mean', 'late_late_entropy_topk_std', 'late_late_entropy_topk_slope']",0.7276347886692887,0.023670368812836212,5,0.9101753168107578,5,1810,1431
primary_with_llm_judge,commitment_dynamics_single,['late_top1_dominance_topk_mean'],0.694128688353809,0.013900760897794065,5,0.895485530044081,5,1810,1431
primary_with_llm_judge,commitment_dynamics_full,"['late_top1_dominance_topk_mean', 'late_top1_dominance_last3_max_minus_mean', 'late_top1_churn_rate']",0.6989152741131633,0.010480819826079634,5,0.8984095985890388,5,1810,1431
primary_with_llm_judge,layer_l33_single,['layer_l33_entropy_topk'],0.6898583753265886,0.017419715700763283,5,0.8940312306823937,5,1810,1431
primary_with_llm_judge,layer_l33_full,"['layer_l33_entropy_topk', 'layer_l33_top1_dominance_topk', 'layer_l33_top1_margin']",0.6973848942286239,0.021054133550140432,5,0.8965931545139285,5,1810,1431
primary_with_llm_judge,layer_l33_diff,['layer_l33_l34_entropy_diff'],0.541820857049612,0.030465539543147267,5,0.8178770150182377,5,1810,1431
primary_with_llm_judge,layer_l33_diff_in_full,"['layer_l33_l34_entropy_diff', 'layer_l33_entropy_topk', 'layer_l33_top1_dominance_topk']",0.7246957217584988,0.022423764882653578,5,0.9096670048794716,5,1810,1431
high_quality_primary,baseline_output_confidence,"['first_content_token_prob', 'sequence_content_logprob_mean', 'answer_length_content_tokens']",0.7193798363672645,0.043017775209947165,5,0.8976840053927779,5,1807,1428
high_quality_primary,workspace_noise_single,['workspace_noise_score'],0.7186444498643785,0.027373038023656412,5,0.9064687146948964,5,1807,1428
high_quality_primary,workspace_compact,"['late_entropy_topk_mean', 'late_top1_dominance_topk_mean', 'late_top1_churn_rate']",0.72250430515214,0.016784733515020422,5,0.9051173076005066,5,1807,1428
high_quality_primary,workspace_full,"['late_entropy_topk_mean', 'late_entropy_topk_std', 'late_entropy_topk_slope', 'late_effective_concepts_topk_mean', 'late_top1_dominance_topk_mean', 'late_top1_margin_mean', 'late_distinct_top1_count', 'late_top1_churn_rate', 'late_top5_jaccard_adjacent_mean']",0.7344996045911768,0.022131451217746647,5,0.9125262215685824,5,1807,1428
high_quality_primary,combined_compact,"['first_content_token_prob', 'sequence_content_logprob_mean', 'answer_length_content_tokens', 'late_entropy_topk_mean', 'late_top1_dominance_topk_mean', 'late_top1_churn_rate']",0.7674571147720303,0.026922874028795778,5,0.9219223753474651,5,1807,1428
high_quality_primary,combined_full,"['first_content_token_prob', 'sequence_content_logprob_mean', 'answer_length_content_tokens', 'late_entropy_topk_mean', 'late_entropy_topk_std', 'late_entropy_topk_slope', 'late_effective_concepts_topk_mean', 'late_top1_dominance_topk_mean', 'late_top1_margin_mean', 'late_distinct_top1_count', 'late_top1_churn_rate', 'late_top5_jaccard_adjacent_mean']",0.7667161851548006,0.023809802439296122,5,0.9235396558891489,5,1807,1428
high_quality_primary,workspace_late_late_single,['late_late_entropy_topk_mean'],0.7186444498643785,0.027373038023656412,5,0.9064687146948964,5,1807,1428
high_quality_primary,workspace_late_late_full,"['late_late_entropy_topk_mean', 'late_late_entropy_topk_std', 'late_late_entropy_topk_slope']",0.7276575537866863,0.030054505524932367,5,0.9100393378668721,5,1807,1428
high_quality_primary,commitment_dynamics_single,['late_top1_dominance_topk_mean'],0.6946483078719614,0.018136351378190342,5,0.8955293741492665,5,1807,1428
high_quality_primary,commitment_dynamics_full,"['late_top1_dominance_topk_mean', 'late_top1_dominance_last3_max_minus_mean', 'late_top1_churn_rate']",0.6992306157291412,0.014127406336970993,5,0.8986093046486002,5,1807,1428
high_quality_primary,layer_l33_single,['layer_l33_entropy_topk'],0.6900770862434684,0.020490799377531028,5,0.8938765297258443,5,1807,1428
high_quality_primary,layer_l33_full,"['layer_l33_entropy_topk', 'layer_l33_top1_dominance_topk', 'layer_l33_top1_margin']",0.6959657213809005,0.03091105081894105,5,0.8962465216308109,5,1807,1428
high_quality_primary,layer_l33_diff,['layer_l33_l34_entropy_diff'],0.5427669748638242,0.02890128109369545,5,0.8177548698297812,5,1807,1428
high_quality_primary,layer_l33_diff_in_full,"['layer_l33_l34_entropy_diff', 'layer_l33_entropy_topk', 'layer_l33_top1_dominance_topk']",0.7241801733886166,0.03345085540472043,5,0.9093917530708939,5,1807,1428
