label_regime,feature_set,real_roc_auc,perm_auc_mean,perm_auc_ci_low,perm_auc_ci_high,p_perm_ge_real,permutation_n
high_quality_primary,workspace_full,0.7645104854593906,0.49922146448847177,0.4754670953539567,0.5249053991426255,0.0,500
high_quality_primary,workspace_late_late_full,0.7721805121075194,0.49957054802456263,0.4695294867338663,0.5268841965009848,0.0,500
high_quality_primary,workspace_late_late_single,0.7548534352913915,0.5002449264279921,0.472725553238327,0.5262282759819256,0.0,500
high_quality_primary,workspace_noise_single,0.7548534352913915,0.5004750318618931,0.4735897346773259,0.5292320414783918,0.0,500
primary_with_llm_judge,baseline_output_confidence,0.6303293292717973,0.49945371228231505,0.4734760043680671,0.5255845881947239,0.0,500
primary_with_llm_judge,combined_compact,0.7616069889074086,0.5007372446692339,0.47490031036266456,0.5275119834473245,0.0,500
primary_with_llm_judge,combined_full,0.7754135295131904,0.500521011552388,0.4720425886545204,0.5248907983217427,0.0,500
primary_with_llm_judge,commitment_dynamics_full,0.7229875280188517,0.5005976550376459,0.47449726995804364,0.5250979079257428,0.0,500
primary_with_llm_judge,commitment_dynamics_single,0.7233818035519283,0.49978656014713485,0.47545962411632847,0.5244103684119777,0.0,500
primary_with_llm_judge,layer_l33_diff,0.535896315880223,0.49949096154951433,0.473715587102707,0.5258832691533996,0.004,500
primary_with_llm_judge,layer_l33_diff_in_full,0.7748755675613541,0.5002657669981033,0.4724639921834588,0.5262852750158055,0.0,500
primary_with_llm_judge,layer_l33_full,0.7483659980458646,0.5003549169492499,0.4736888039542502,0.5261081958733261,0.0,500
primary_with_llm_judge,layer_l33_single,0.7460083912868556,0.49980892924880743,0.47230076441174784,0.525526639462038,0.0,500
primary_with_llm_judge,workspace_compact,0.7475004310592563,0.49965369733892756,0.473455974481292,0.5261778550491407,0.0,500
primary_with_llm_judge,workspace_full,0.7655060635668716,0.4993845071555837,0.469515862980631,0.5249464049658027,0.0,500
primary_with_llm_judge,workspace_late_late_full,0.7727283177194092,0.49973997586068164,0.4768883843899075,0.5275190528191276,0.0,500
primary_with_llm_judge,workspace_late_late_single,0.7549939651704121,0.5001998091844359,0.4761702396689465,0.5267015058336686,0.0,500
primary_with_llm_judge,workspace_noise_single,0.7549939651704121,0.5000768526926835,0.4710181044887637,0.5233078050462671,0.0,500
strict,baseline_output_confidence,0.5410080823684151,0.5005227330750164,0.4562395173200534,0.5486902103484047,0.052,500
strict,combined_compact,0.7075320176189814,0.5015036630806071,0.46065662376106437,0.5446194565003118,0.0,500
strict,combined_full,0.7499280956828325,0.5014323727778335,0.45687914257737383,0.5457028687398808,0.0,500
strict,commitment_dynamics_full,0.6806414188256813,0.4993802849673118,0.4552737373117157,0.5435344284333907,0.0,500
strict,commitment_dynamics_single,0.6854145728237229,0.4996040447390277,0.45789000416883463,0.5411440542400926,0.0,500
strict,layer_l33_diff,0.5606856278620342,0.5006603240057007,0.45581285810773686,0.5447669007461892,0.004,500
strict,layer_l33_diff_in_full,0.7771547865653651,0.5002765003764877,0.45366550434819136,0.543800797572381,0.0,500
strict,layer_l33_full,0.7417617042454248,0.5010547991688183,0.45531065896671075,0.5479698745148478,0.0,500
strict,layer_l33_single,0.7373698855024738,0.5003340884633158,0.45606161472858947,0.5406275550270004,0.0,500
strict,workspace_compact,0.7124796809710476,0.5005047262950049,0.4537269057875704,0.5504159947517927,0.0,500
strict,workspace_full,0.7538480928389764,0.4988136660214129,0.45382280514091633,0.5435871851964361,0.0,500
strict,workspace_late_late_full,0.7690885764237863,0.5004976748244404,0.4529269904569237,0.5491344820788588,0.0,500
strict,workspace_late_late_single,0.7261818969166782,0.4996974524865967,0.4566485640142322,0.5435853269949812,0.0,500
strict,workspace_noise_single,0.7261818969166782,0.4989090709315891,0.4529484001693387,0.5435605240451269,0.0,500
